sex,age,denom_breast_cancer,denom_cirrhosis,denom_esophageal_cancer,denom_epilepsy,denom_injuries,denom_ischaemic_stroke,denom_aud,denom_liver_cancer,denom_ischemic_heart_disease,denom_pancreatitis
Female,56,1.0743739300108615,1.692202161919663,1.1203905923466149,1.3170080847378767,1.035235349727941,1.0317850062762537,2.3698506560014243,1.0538533623856963,1.0,1.1037225978636938
Female,57,1.0756255898981695,1.7097134291340146,1.1225707849523476,1.32377812341289,1.0357879190587405,1.0335687797197575,2.42178638154144,1.0546604883568835,1.0,1.1055752095263962
Female,58,1.0746169737863527,1.6980105692881249,1.1208675027841093,1.3184671308698674,1.0353280768488045,1.032807824125475,2.3961119238016084,1.0539696082544217,1.0,1.1041238829736704
Female,59,1.0755628652837643,1.7076100852125264,1.1224069121560203,1.3177066733673182,1.0357576024063337,1.0335906341897603,2.419444629439886,1.0546156649372231,1.0,1.1054669770824217
Female,60,1.0758611894786363,1.7133167135563205,1.1229863863841771,1.32333266703161,1.0358865387574658,1.033990692394238,2.433690516296916,1.0548020137453598,1.0,1.105932130293593
Female,61,1.074499046851593,1.6912318106432478,1.120523197631993,1.3156527711543031,1.035308804831892,1.0315633479742148,2.3661418806111434,1.0539759645538507,1.0,1.1038564573369136
Female,62,1.074142670004744,1.691473440640973,1.1200521419201268,1.3156494324070804,1.0351163975611233,1.0319205403369616,2.3730042734178287,1.0536677313030995,1.0,1.103424569790236
Female,63,1.0748319458384386,1.6987569867754928,1.1211913540731364,1.3178764318309757,1.0354342583345033,1.032531189522832,2.3910286908950034,1.0541383487415397,1.0,1.1044069571890804
Female,64,1.0755167383383561,1.705769549274657,1.1223104752498343,1.3221076756046932,1.0357560194077209,1.0329466323262844,2.406751543345024,1.0546329707020652,1.0,1.1053679129113587
Female,65,1.061105016151274,1.62695037244841,1.1004678391422664,1.2776301323496173,1.0285436766049167,1.0381960895090425,2.400209310573098,1.0432508749323786,1.0,1.0862875606495213
Female,66,1.0604308848011978,1.6187560180640335,1.099327959131959,1.2759028009983875,1.0282408055134251,1.0375101573766643,2.378068264405241,1.0427996618808744,1.0,1.085310000611736
Female,67,1.0610181043608005,1.6263894233478153,1.100343390512233,1.2802185740431273,1.028505670135194,1.038046434113981,2.396281062698996,1.0431940234198198,1.0,1.0861674237918932
Female,68,1.0617974588807413,1.6330387586126984,1.1016023455745418,1.2840725306237553,1.0288757897138119,1.0382656815975138,2.4042292348934398,1.0437545690037322,1.0,1.0872510186004345
Female,69,1.0606957539588246,1.620991060254103,1.0997776229106995,1.2797328273308968,1.0283683336029976,1.0373931381644037,2.37450417359438,1.0429868763953758,1.0,1.0856825261614584
Female,70,1.0611519330270351,1.625497160801688,1.100507183241966,1.279142407130496,1.0285809532291266,1.0376866719469413,2.3882231241608696,1.0433189095469342,1.0,1.086319747047537
Female,71,1.0612905281035199,1.628104595726431,1.1007598084264791,1.2801396648373982,1.0286392825528816,1.0379914776671986,2.398212364962578,1.0434049742307314,1.0,1.0865323962662574
Female,72,1.0614227401371739,1.6311355130311822,1.1010438732139907,1.284470018059903,1.0286893121492813,1.0383436364003913,2.402594004754725,1.0434608384252655,1.0,1.0867563447990254
Female,73,1.061196699371292,1.6245716564394963,1.1005562160071165,1.281228427764855,1.0286161535090677,1.0371950767946827,2.3789917432969285,1.0433859516274502,1.0,1.0863549790127704
Female,74,1.0608086280662938,1.627342252223078,1.1000572732894673,1.2761236433768872,1.028377863771177,1.0390393331016745,2.4135377864977707,1.042966862205083,1.0,1.0859335879858698
Female,75,1.060767902697713,1.618610403380075,1.0998091855154923,1.2791216443180091,1.0284222894113044,1.036737355652114,2.3606329202305965,1.0430953512218406,1.0,1.0857250972464962
Female,76,1.0607554211192256,1.622613068172141,1.0998842283830306,1.2782694280877396,1.028385851324472,1.0377695741836201,2.3841737980935824,1.0430128264835978,1.0,1.0857819185356092
Female,77,1.0601157175512756,1.612165269062479,1.0987353433144256,1.2732580650366019,1.0281106681024936,1.0366316462539589,2.3507499274730836,1.0426118813625773,1.0,1.0848149309342547
Female,78,1.0615220268238972,1.6382401205017192,1.1013244858083262,1.2795585384199835,1.0286860572720697,1.0402300379555531,2.4478931428731463,1.0434129997748205,1.0,1.087006648994154
Female,79,1.0602818738261477,1.6143737749890175,1.099021670242247,1.2757160328878592,1.0281904101406327,1.0367050856106395,2.35656537309864,1.042737310921236,1.0,1.0850515363612427
Male,15,1.2428599738355914,3.890422749239961,1.4104154324311917,2.2275482379020044,1.1107120922037304,1.2263567771569206,8.275542831753242,1.165399397633705,1.0,1.3502555465646797
Male,16,1.2390553298532585,3.8324064851920254,1.4036876747672824,2.2101599421027953,1.1090680776790873,1.2200066122698991,8.091242569824407,1.163008690156779,1.0,1.344547087280646
Male,17,1.2412513341359306,3.852097565547402,1.4072567763710677,2.227758836608553,1.1101336209424713,1.219775119608518,8.116062016168955,1.1646831847996473,1.0,1.3475753623867006
Male,18,1.2421102881957289,3.8826648937228425,1.4091700314861302,2.223142545973261,1.1103646791555561,1.2258531724279687,8.260805303366121,1.1648813136348386,1.0,1.3491892834040269
Male,19,1.2415763332365297,3.870990884899033,1.408140270591676,2.2167756876159865,1.1101498922910698,1.224520939543785,8.219249230980653,1.1645701047734554,1.0,1.3483404924792282
Male,20,1.2403896060665096,3.849385531514193,1.4059538374377765,2.216767004152225,1.109681034591912,1.2211614490367506,8.141681117819145,1.1639482902080158,1.0,1.3464704435549129
Male,21,1.240703692201761,3.8498502599201325,1.4064114715342313,2.2196233857188417,1.109845124621737,1.220677901400436,8.130155985855943,1.1642105203321862,1.0,1.3468679957183372
Male,22,1.241565629834356,3.8682281623520405,1.4080280079056646,2.2134916299232303,1.110165412978091,1.2238131512561838,8.210556929693718,1.1646367426948674,1.0,1.3482627684065338
Male,23,1.2401882231108552,3.848958484790382,1.4056640996447214,2.21479042359833,1.1095652541088596,1.2217364179289891,8.14501646241944,1.1637410579644947,1.0,1.3462287066710106
Male,24,1.2406764822681842,3.852602496979116,1.4064637413438266,2.2203987028886503,1.1098007004759471,1.2215713739868275,8.13955670252795,1.1641002013644128,1.0,1.3469029717839074
Male,25,1.2267487016747134,3.484992064975183,1.377748862963865,2.122713133724881,1.1048924928563917,1.1627182188820213,6.697992786742187,1.1582356739113362,1.0,1.323091339892417
Male,26,1.2278357379647789,3.499803608016367,1.3796238491449135,2.1276228471422667,1.1053773669263935,1.1639625095865402,6.741282912668442,1.1589619920828973,1.0,1.3246850062449629
Male,27,1.2273397613521464,3.4971681075587506,1.3789035305287212,2.131583473303827,1.105137808868384,1.163930020327663,6.735324472192633,1.1585746539582042,1.0,1.3240308427796788
Male,28,1.2285360129559286,3.5227862877324334,1.3811863077863566,2.1329728617847623,1.1055927160828187,1.1678601482622781,6.835685493569082,1.1591772360923944,1.0,1.3259654572058575
Male,29,1.228411586573789,3.512284494398936,1.3807553405442017,2.1303783030454033,1.1055903722861598,1.1659717116831294,6.783432296784976,1.159219263464946,1.0,1.3256353282244742
Male,30,1.2297158243775639,3.531663008349326,1.3830614517945192,2.1384105437588583,1.1061656100198454,1.1677949038018034,6.843083337427537,1.1600623967563322,1.0,1.3275793945433902
Male,31,1.2269890615778911,3.486541053240913,1.3781376153281766,2.126336243698252,1.1050137592000135,1.1624713605591661,6.693856648561545,1.1584223709447898,1.0,1.3234157967712874
Male,32,1.2299462235709622,3.5364984276993288,1.383509343113442,2.143221179960457,1.106258078268223,1.1683515953746413,6.855683805048212,1.1601918644688436,1.0,1.3279452926622668
Male,33,1.2276263950552992,3.4988856491228386,1.3793211445864015,2.1245268217358184,1.1052583622001921,1.16449815992021,6.741319964903567,1.1587413138838965,1.0,1.3244325297411192
Male,34,1.228838323992928,3.523628382272744,1.3816227555285423,2.1333629312540237,1.1057462819531907,1.167798024753385,6.832829659619705,1.1594139429824923,1.0,1.326356011917023
Male,35,1.2270503213252044,3.4891813668774914,1.3782623534823835,2.121198681916939,1.1050237406148558,1.1630271244734256,6.711774565501177,1.1584371412186165,1.0,1.3235341054101526
Male,36,1.2298510518922519,3.5326529639546944,1.3832807656636148,2.1419748154753,1.1062329729011358,1.167682673291896,6.839219881879512,1.160170285837849,1.0,1.327760522075769
Male,37,1.2276420886075439,3.494535416712415,1.379251819623904,2.1309292209645685,1.1053162838920276,1.162814828723476,6.713039563387999,1.1588901242006415,1.0,1.3243537821769675
Male,38,1.227814994384886,3.509596697312578,1.379853971882986,2.131167780593677,1.105298691138058,1.1663380097727785,6.791107754344669,1.158756812714709,1.0,1.3248433219523754
Male,39,1.2288197256548348,3.524869213911188,1.3816285306733151,2.1349305876644284,1.1057305777338864,1.1679249950645019,6.838071389007162,1.1593939384769374,1.0,1.3263496341472212
Male,40,1.2294208417476322,3.52894308324537,1.3825932313998175,2.1405871017359472,1.1060308189734085,1.1674365495564643,6.833359975358366,1.1598679079392098,1.0,1.3271621051323306
Male,41,1.2310130231492284,3.5552160573744427,1.3854763847629445,2.151746121829376,1.106708527855639,1.1704964320050277,6.917162359510774,1.160829987919386,1.0,1.3295902933236736
Male,42,1.2312524344821048,3.553929608260172,1.3857812837603944,2.152883904984849,1.1068478136002091,1.169738495781217,6.901807918626327,1.161064355164321,1.0,1.3298609855029364
Male,43,1.2296351418056088,3.534679141243884,1.3830229215688528,2.1393351085073657,1.1061028047208579,1.168605572769718,6.861364754088245,1.159943874554822,1.0,1.327532279178515
Male,44,1.229851359868045,3.530945258053067,1.3832716596956336,2.145893435777089,1.1062442538073347,1.167361961536401,6.823703079688394,1.1601701589264588,1.0,1.3277455862861762
